x,y,species logistic values
728.0,728.0,0.2293723
729.0,729.0,0.0072845416
730.0,730.0,0.2572373
731.0,731.0,0.3283946
732.0,732.0,0.22956522
733.0,733.0,0.32076252
734.0,734.0,0.26563978
735.0,735.0,0.12113559
736.0,736.0,0.2885548
737.0,737.0,0.28963193
738.0,738.0,0.12897502
739.0,739.0,0.122995146
740.0,740.0,0.30027714
741.0,741.0,0.26505116
742.0,742.0,0.21717168
743.0,743.0,0.05132488
744.0,744.0,0.020440413
745.0,745.0,0.21130055
746.0,746.0,0.07339745
747.0,747.0,0.06794821
748.0,748.0,0.51806694
749.0,749.0,0.046546362
750.0,750.0,0.35279307
751.0,751.0,0.34317952
752.0,752.0,0.33093315
753.0,753.0,0.21379668
754.0,754.0,0.0028222064
755.0,755.0,0.29582435
756.0,756.0,0.00797439
757.0,757.0,0.3200594
758.0,758.0,0.29568425
759.0,759.0,0.103464484
760.0,760.0,0.23469812
761.0,761.0,0.30518
762.0,762.0,0.46326837
763.0,763.0,0.30546355
764.0,764.0,0.29693413
765.0,765.0,0.001216708
766.0,766.0,0.2149804
767.0,767.0,0.25961772
768.0,768.0,0.252355
769.0,769.0,0.42630622
770.0,770.0,0.21897201
771.0,771.0,0.42749408
772.0,772.0,0.05248339
773.0,773.0,0.7220817
774.0,774.0,0.4642654
775.0,775.0,0.21603313
776.0,776.0,0.3095336
777.0,777.0,0.035028134
778.0,778.0,0.22015558
779.0,779.0,0.007884141
780.0,780.0,0.15556893
781.0,781.0,0.26010212
782.0,782.0,0.34901488
783.0,783.0,0.35550126
784.0,784.0,0.255483
785.0,785.0,0.375615
786.0,786.0,0.25850943
787.0,787.0,0.0817027
788.0,788.0,0.20696077
789.0,789.0,0.23068035
790.0,790.0,0.3435192
791.0,791.0,0.19940448
792.0,792.0,0.1402891
793.0,793.0,0.4794873
794.0,794.0,0.25530097
795.0,795.0,0.2655946
796.0,796.0,0.5500585
797.0,797.0,0.44138682
798.0,798.0,0.019000173
799.0,799.0,0.47801733
800.0,800.0,0.25659868
801.0,801.0,0.3927575
802.0,802.0,0.23547688
803.0,803.0,0.05286443
804.0,804.0,0.3734645
805.0,805.0,0.26727974
806.0,806.0,0.18040381
807.0,807.0,0.23950863
808.0,808.0,0.2786427
809.0,809.0,0.012011418
810.0,810.0,0.20967104
811.0,811.0,0.315241
812.0,812.0,0.22765236
813.0,813.0,0.23902228
814.0,814.0,0.02590186
815.0,815.0,0.21809274
816.0,816.0,0.058563888
817.0,817.0,0.29301596
818.0,818.0,0.20646562
819.0,819.0,0.23720397
820.0,820.0,0.017504888
821.0,821.0,0.28277615
822.0,822.0,0.04188912
823.0,823.0,0.29250488
824.0,824.0,0.43948793
825.0,825.0,0.25448415
826.0,826.0,0.32311603
827.0,827.0,0.11863364
828.0,828.0,0.21266215
829.0,829.0,0.08321312
830.0,830.0,0.3799163
831.0,831.0,0.2629037
832.0,832.0,0.009763052
833.0,833.0,0.34855193
834.0,834.0,0.41420928
835.0,835.0,0.3739115
836.0,836.0,0.09175186
837.0,837.0,0.26991117
838.0,838.0,0.016166313
839.0,839.0,0.20587389
840.0,840.0,0.29649845
841.0,841.0,0.05585411
842.0,842.0,0.35468355
843.0,843.0,0.14525372
844.0,844.0,0.35729918
845.0,845.0,0.2592295
846.0,846.0,0.05498425
847.0,847.0,0.226699
848.0,848.0,0.24705176
849.0,849.0,0.30779156
850.0,850.0,0.2852299
851.0,851.0,0.24675488
852.0,852.0,0.27739972
853.0,853.0,0.42702255
854.0,854.0,0.2564856
855.0,855.0,0.31448975
856.0,856.0,0.14903879
857.0,857.0,0.28839406
858.0,858.0,0.026935287
859.0,859.0,0.36435276
860.0,860.0,0.35961604
861.0,861.0,0.049365334
862.0,862.0,0.3367323
863.0,863.0,0.19649859
864.0,864.0,0.31678516
865.0,865.0,0.0019934152
866.0,866.0,0.28876126
867.0,867.0,0.32110018
868.0,868.0,0.23630747
869.0,869.0,0.72024447
870.0,870.0,0.0035024905
871.0,871.0,0.17565034
872.0,872.0,0.4136351
873.0,873.0,0.1653434
874.0,874.0,0.2234611
875.0,875.0,0.429376
876.0,876.0,0.2778443
877.0,877.0,0.52777094
878.0,878.0,0.45542693
879.0,879.0,0.6172153
880.0,880.0,0.17223874
881.0,881.0,0.27819878
882.0,882.0,0.27528206
883.0,883.0,0.21130417
884.0,884.0,0.32819253
885.0,885.0,0.02161743
886.0,886.0,0.061549824
887.0,887.0,0.18530424
888.0,888.0,0.0064679435
889.0,889.0,0.27087858
890.0,890.0,0.05885229
891.0,891.0,0.3480062
892.0,892.0,0.1939326
893.0,893.0,0.07817319
894.0,894.0,0.25160336
895.0,895.0,0.05349321
896.0,896.0,0.011901041
897.0,897.0,0.5590302
898.0,898.0,0.29214707
899.0,899.0,0.20799106
900.0,900.0,0.22911215
901.0,901.0,0.32285532
902.0,902.0,0.27094972
903.0,903.0,0.08278871
904.0,904.0,0.27655074
905.0,905.0,0.36071536
906.0,906.0,0.052573785
907.0,907.0,0.5375874
908.0,908.0,0.051230382
909.0,909.0,0.23016885
910.0,910.0,0.3099136
911.0,911.0,0.3414329
912.0,912.0,0.2617146
913.0,913.0,0.23484744
914.0,914.0,0.029459924
915.0,915.0,0.24009734
916.0,916.0,0.36559
917.0,917.0,0.0040996335
918.0,918.0,0.33780003
919.0,919.0,0.3603323
920.0,920.0,0.28075096
921.0,921.0,0.054261494
922.0,922.0,0.4172083
923.0,923.0,0.1973343
924.0,924.0,0.36825567
925.0,925.0,0.22571433
926.0,926.0,0.0021392542
927.0,927.0,0.06940799
928.0,928.0,0.010330342
929.0,929.0,0.23543149
930.0,930.0,0.35794178
931.0,931.0,0.37797046
932.0,932.0,0.25674012
933.0,933.0,0.33148095
934.0,934.0,0.007908498
935.0,935.0,0.0020344716
936.0,936.0,0.29317757
937.0,937.0,0.12547067
938.0,938.0,0.07022408
939.0,939.0,0.22376522
940.0,940.0,0.23202701
941.0,941.0,0.3467083
942.0,942.0,0.25714502
943.0,943.0,0.55445886
944.0,944.0,0.5291593
945.0,945.0,0.25385347
946.0,946.0,0.048530884
947.0,947.0,0.038435455
948.0,948.0,0.24953015
949.0,949.0,0.27157053
950.0,950.0,0.22782752
951.0,951.0,0.19435017
952.0,952.0,0.20035172
953.0,953.0,0.3140192
954.0,954.0,0.34845185
955.0,955.0,0.21201265
956.0,956.0,0.5542282
957.0,957.0,0.22819985
958.0,958.0,0.049794514
959.0,959.0,0.23146911
960.0,960.0,0.034966223
961.0,961.0,0.32925656
962.0,962.0,0.25907624
963.0,963.0,0.28102195
964.0,964.0,0.31591362
965.0,965.0,0.5986716
966.0,966.0,0.030541852
967.0,967.0,0.3209253
968.0,968.0,0.056149557
969.0,969.0,0.4574845
970.0,970.0,0.28504586
971.0,971.0,0.3767434
972.0,972.0,0.048875164
973.0,973.0,0.38895115
974.0,974.0,0.0467114
975.0,975.0,0.70946217
976.0,976.0,0.28631824
977.0,977.0,0.36186433
978.0,978.0,0.46032122
979.0,979.0,0.65145254
980.0,980.0,0.08474103
981.0,981.0,0.66953444
982.0,982.0,0.15203916
983.0,983.0,0.24829605
984.0,984.0,0.5273457
985.0,985.0,0.08275721
986.0,986.0,0.25152737
987.0,987.0,0.13788274
988.0,988.0,0.42154437
989.0,989.0,0.25150195
990.0,990.0,0.14886114
991.0,991.0,0.3699144
992.0,992.0,0.21653591
993.0,993.0,0.19755186
994.0,994.0,0.29108635
995.0,995.0,0.37586185
996.0,996.0,0.0059071337
